"","Date","Latitude","Longitude","year","Water temperature (WT.6)","Water temperature (WT.6) Code","Water temperature (WT.6) Tier","Water temperature (WT.6) Units","Water temperature (WT.7)","Water temperature (WT.7) Code","Water temperature (WT.7) Units","Water temperature (WT.10)","Water temperature (WT.10) Code","Water temperature (WT.10) Tier","Water temperature (WT.10) Units","pH (PH.3)","pH (PH.3) Code","pH (PH.3) Tier","pH (PH.3) Units","pH (PH.7)","pH (PH.7) Code","pH (PH.7) Tier","pH (PH.7) Units","pH (PH.10)","pH (PH.10) Code","pH (PH.10) Tier","pH (PH.10) Units"
"2945",2014-03-20,40.9238,-78.4836,2014,NA,NA,NA,NA,NA,NA,NA,5.5,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2946",2014-03-20,40.89428,-78.5321,2014,NA,NA,NA,NA,NA,NA,NA,2.5,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2947",2014-03-20,40.8967,-78.5191,2014,NA,NA,NA,NA,NA,NA,NA,4.111111111,"WT.10",1,"deg C",7,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2948",2014-03-20,40.8941,-78.5431,2014,NA,NA,NA,NA,NA,NA,NA,4,"WT.10",1,"deg C",7,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2949",2014-03-20,40.9161,-78.5051,2014,NA,NA,NA,NA,NA,NA,NA,4.5,"WT.10",1,"deg C",7,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2950",2006-03-21,40.17663,-77.18537,2006,NA,NA,NA,NA,NA,NA,NA,11.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2951",2006-03-21,40.23487,-77.14193,2006,NA,NA,NA,NA,NA,NA,NA,9.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2952",2006-03-21,40.17667,-77.18507,2006,NA,NA,NA,NA,NA,NA,NA,12.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2953",2006-03-21,40.17999,-77.18692,2006,NA,NA,NA,NA,NA,NA,NA,11.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2954",2006-03-21,40.18844,-77.18606,2006,NA,NA,NA,NA,NA,NA,NA,11.6,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2955",2006-03-21,40.19528,-77.18423,2006,NA,NA,NA,NA,NA,NA,NA,11.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2956",2006-03-21,40.20792,-77.18104,2006,NA,NA,NA,NA,NA,NA,NA,10.5,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2957",2006-03-21,40.21418,-77.16883,2006,NA,NA,NA,NA,NA,NA,NA,10.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2958",2006-03-21,40.21847,-77.16003,2006,NA,NA,NA,NA,NA,NA,NA,9.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2959",2006-03-21,40.22429,-77.14928,2006,NA,NA,NA,NA,NA,NA,NA,9.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2960",2006-03-21,40.19568,-77.18767,2006,NA,NA,NA,NA,NA,NA,NA,9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2961",2006-03-21,40.19608,-77.18518,2006,NA,NA,NA,NA,NA,NA,NA,7.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2962",2006-03-21,40.19588,-77.18745,2006,NA,NA,NA,NA,NA,NA,NA,8.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2963",2005-03-22,40.17663,-77.18537,2005,NA,NA,NA,NA,NA,NA,NA,12.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2964",2005-03-22,40.23487,-77.14193,2005,NA,NA,NA,NA,NA,NA,NA,13,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2965",2005-03-22,40.17667,-77.18507,2005,NA,NA,NA,NA,NA,NA,NA,13.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2966",2005-03-22,40.17999,-77.18692,2005,NA,NA,NA,NA,NA,NA,NA,12.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2967",2005-03-22,40.18844,-77.18606,2005,NA,NA,NA,NA,NA,NA,NA,13.5,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2968",2005-03-22,40.19528,-77.18423,2005,NA,NA,NA,NA,NA,NA,NA,14,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2969",2005-03-22,40.20792,-77.18104,2005,NA,NA,NA,NA,NA,NA,NA,13.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2970",2005-03-22,40.21418,-77.16883,2005,NA,NA,NA,NA,NA,NA,NA,13.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2971",2005-03-22,40.21847,-77.16003,2005,NA,NA,NA,NA,NA,NA,NA,13,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2972",2005-03-22,40.22429,-77.14928,2005,NA,NA,NA,NA,NA,NA,NA,13.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2973",2005-03-22,40.19568,-77.18767,2005,NA,NA,NA,NA,NA,NA,NA,16.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2974",2005-03-22,40.19608,-77.18518,2005,NA,NA,NA,NA,NA,NA,NA,18.5,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2975",2005-03-22,40.19588,-77.18745,2005,NA,NA,NA,NA,NA,NA,NA,17,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2976",2015-03-22,40.9581,-78.4845,2015,NA,NA,NA,NA,NA,NA,NA,8.666666667,"WT.10",1,"deg C",8,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2977",2015-03-22,40.9532,-78.4888,2015,NA,NA,NA,NA,NA,NA,NA,3.555555556,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2978",2015-03-22,40.9531,-78.4892,2015,NA,NA,NA,NA,NA,NA,NA,7.555555556,"WT.10",1,"deg C",8,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2979",2015-03-22,40.9671,-78.4865,2015,NA,NA,NA,NA,NA,NA,NA,3.555555556,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2980",2016-03-22,40.89132,-78.58166,2016,NA,NA,NA,NA,NA,NA,NA,5.055555556,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2981",2016-03-22,40.8947,-78.57742,2016,NA,NA,NA,NA,NA,NA,NA,5.777777778,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2982",2016-03-22,40.87207,-78.57165,2016,NA,NA,NA,NA,NA,NA,NA,4.777777778,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2983",2016-03-22,40.8947,-78.5817,2016,NA,NA,NA,NA,NA,NA,NA,4.777777778,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2984",2018-03-22,37.3839,-77.4526,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"2985",2004-03-23,40.17663,-77.18537,2004,NA,NA,NA,NA,NA,NA,NA,12.4,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2986",2004-03-23,40.23487,-77.14193,2004,NA,NA,NA,NA,NA,NA,NA,11.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2987",2004-03-23,40.17667,-77.18507,2004,NA,NA,NA,NA,NA,NA,NA,12.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2988",2004-03-23,40.17999,-77.18692,2004,NA,NA,NA,NA,NA,NA,NA,12.3,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2989",2004-03-23,40.18844,-77.18606,2004,NA,NA,NA,NA,NA,NA,NA,12.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2990",2004-03-23,40.19528,-77.18423,2004,NA,NA,NA,NA,NA,NA,NA,13.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2991",2004-03-23,40.20792,-77.18104,2004,NA,NA,NA,NA,NA,NA,NA,12.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2992",2004-03-23,40.21418,-77.16883,2004,NA,NA,NA,NA,NA,NA,NA,12.4,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2993",2004-03-23,40.21847,-77.16003,2004,NA,NA,NA,NA,NA,NA,NA,12.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2994",2004-03-23,40.22429,-77.14928,2004,NA,NA,NA,NA,NA,NA,NA,12.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2995",2004-03-23,40.19568,-77.18767,2004,NA,NA,NA,NA,NA,NA,NA,13.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2996",2004-03-23,40.19608,-77.18518,2004,NA,NA,NA,NA,NA,NA,NA,15,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2997",2019-03-23,37.3749,-77.3605,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.5,"PH.7",1,"SU",NA,NA,NA,NA
"2998",2018-03-24,41.282697,-76.327558,2018,NA,NA,NA,NA,NA,NA,NA,7.666666667,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"2999",2018-03-24,41.273162,-76.332977,2018,NA,NA,NA,NA,NA,NA,NA,6.5,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"3000",2018-03-24,41.267348,-76.380047,2018,NA,NA,NA,NA,NA,NA,NA,7.055555556,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"3001",2018-03-24,41.274865,-76.37773,2018,NA,NA,NA,NA,NA,NA,NA,7.388888889,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"3002",2018-03-24,37.4435,-77.5221,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3003",2018-03-24,37.4796,-77.6884,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"PH.7",1,"SU",NA,NA,NA,NA
"3004",2003-03-25,40.17663,-77.18537,2003,NA,NA,NA,NA,NA,NA,NA,13.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3005",2003-03-25,40.23487,-77.14193,2003,NA,NA,NA,NA,NA,NA,NA,14.5,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3006",2003-03-25,40.17667,-77.18507,2003,NA,NA,NA,NA,NA,NA,NA,13.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3007",2003-03-25,40.17999,-77.18692,2003,NA,NA,NA,NA,NA,NA,NA,13.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3008",2003-03-25,40.18844,-77.18606,2003,NA,NA,NA,NA,NA,NA,NA,14.5,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3009",2003-03-25,40.19528,-77.18423,2003,NA,NA,NA,NA,NA,NA,NA,15,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3010",2003-03-25,40.20792,-77.18104,2003,NA,NA,NA,NA,NA,NA,NA,15,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3011",2003-03-25,40.21418,-77.16883,2003,NA,NA,NA,NA,NA,NA,NA,14.6,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3012",2003-03-25,40.21847,-77.16003,2003,NA,NA,NA,NA,NA,NA,NA,14.6,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3013",2003-03-25,40.22429,-77.14928,2003,NA,NA,NA,NA,NA,NA,NA,14.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3014",2003-03-25,40.19568,-77.18767,2003,NA,NA,NA,NA,NA,NA,NA,13.3,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3015",2003-03-25,40.19608,-77.18518,2003,NA,NA,NA,NA,NA,NA,NA,14.5,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3016",2018-03-25,37.3682,-77.5187,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3017",2018-03-25,37.5231,-77.5832,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3018",2019-03-25,37.4435,-77.5221,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3019",2001-03-26,40.17663,-77.18537,2001,NA,NA,NA,NA,NA,NA,NA,11.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3020",2001-03-26,40.23487,-77.14193,2001,NA,NA,NA,NA,NA,NA,NA,10.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3021",2001-03-26,40.17667,-77.18507,2001,NA,NA,NA,NA,NA,NA,NA,11.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3022",2001-03-26,40.17999,-77.18692,2001,NA,NA,NA,NA,NA,NA,NA,11.3,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3023",2001-03-26,40.18844,-77.18606,2001,NA,NA,NA,NA,NA,NA,NA,11.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3024",2001-03-26,40.19528,-77.18423,2001,NA,NA,NA,NA,NA,NA,NA,12.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3025",2001-03-26,40.20792,-77.18104,2001,NA,NA,NA,NA,NA,NA,NA,11.6,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3026",2001-03-26,40.21418,-77.16883,2001,NA,NA,NA,NA,NA,NA,NA,11.3,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3027",2001-03-26,40.21847,-77.16003,2001,NA,NA,NA,NA,NA,NA,NA,10.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3028",2001-03-26,40.22429,-77.14928,2001,NA,NA,NA,NA,NA,NA,NA,10.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3029",2001-03-26,40.19568,-77.18767,2001,NA,NA,NA,NA,NA,NA,NA,11.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3030",2001-03-26,40.19608,-77.18518,2001,NA,NA,NA,NA,NA,NA,NA,13.6,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3031",2002-03-26,40.17663,-77.18537,2002,NA,NA,NA,NA,NA,NA,NA,10.3,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3032",2002-03-26,40.23487,-77.14193,2002,NA,NA,NA,NA,NA,NA,NA,8.4,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3033",2002-03-26,40.17667,-77.18507,2002,NA,NA,NA,NA,NA,NA,NA,8.3,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3034",2002-03-26,40.17999,-77.18692,2002,NA,NA,NA,NA,NA,NA,NA,9.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3035",2002-03-26,40.18844,-77.18606,2002,NA,NA,NA,NA,NA,NA,NA,9.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3036",2002-03-26,40.19528,-77.18423,2002,NA,NA,NA,NA,NA,NA,NA,8.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3037",2002-03-26,40.20792,-77.18104,2002,NA,NA,NA,NA,NA,NA,NA,8.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3038",2002-03-26,40.21418,-77.16883,2002,NA,NA,NA,NA,NA,NA,NA,8.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3039",2002-03-26,40.21847,-77.16003,2002,NA,NA,NA,NA,NA,NA,NA,8.6,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3040",2002-03-26,40.22429,-77.14928,2002,NA,NA,NA,NA,NA,NA,NA,8.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3041",2002-03-26,40.19608,-77.18518,2002,NA,NA,NA,NA,NA,NA,NA,6.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3042",2016-03-26,37.4542,-77.5804,2016,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3043",2018-03-26,37.3898,-77.5759,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3044",2018-03-26,37.3888,-77.5752,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3045",2018-03-26,37.5271,-77.5643,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3046",2018-03-26,37.4093,-77.6433,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"PH.7",1,"SU",NA,NA,NA,NA
"3047",2018-03-26,40.8947,-78.5817,2018,NA,NA,NA,NA,NA,NA,NA,1.777777778,"WT.10",1,"deg C",6,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"3048",2016-03-27,41.34325,-77.654133,2016,NA,NA,NA,NA,NA,NA,NA,7.222222222,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"3049",2018-03-27,37.3187,-77.4869,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"PH.7",1,"SU",NA,NA,NA,NA
"3050",2019-03-27,37.44191,-77.56483,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3051",2019-03-27,37.44191,-77.56483,2019,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3052",2000-03-28,40.17663,-77.18537,2000,NA,NA,NA,NA,NA,NA,NA,11,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3053",2000-03-28,40.23487,-77.14193,2000,NA,NA,NA,NA,NA,NA,NA,13,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3054",2000-03-28,40.17667,-77.18507,2000,NA,NA,NA,NA,NA,NA,NA,12,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3055",2000-03-28,40.17999,-77.18692,2000,NA,NA,NA,NA,NA,NA,NA,12,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3056",2000-03-28,40.18844,-77.18606,2000,NA,NA,NA,NA,NA,NA,NA,13,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3057",2000-03-28,40.19528,-77.18423,2000,NA,NA,NA,NA,NA,NA,NA,13,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3058",2000-03-28,40.20792,-77.18104,2000,NA,NA,NA,NA,NA,NA,NA,14,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3059",2000-03-28,40.21418,-77.16883,2000,NA,NA,NA,NA,NA,NA,NA,13,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3060",2000-03-28,40.21847,-77.16003,2000,NA,NA,NA,NA,NA,NA,NA,13,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3061",2000-03-28,40.22429,-77.14928,2000,NA,NA,NA,NA,NA,NA,NA,13,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3062",2013-03-28,39.745025,-77.559425,2013,5,"WT.6",1,"deg C",NA,NA,NA,NA,NA,NA,NA,6.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"3063",2018-03-28,37.4416,-77.7119,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3064",2018-03-28,37.4086,-77.7132,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5,"PH.7",1,"SU",NA,NA,NA,NA
"3065",2018-03-28,37.3734,-77.4246,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3066",2018-03-29,37.5142,-77.5493,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.5,"PH.7",1,"SU",NA,NA,NA,NA
"3067",2011-03-30,40.17663,-77.18537,2011,NA,NA,NA,NA,NA,NA,NA,10.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3068",2011-03-30,40.23487,-77.14193,2011,NA,NA,NA,NA,NA,NA,NA,10.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3069",2011-03-30,40.17667,-77.18507,2011,NA,NA,NA,NA,NA,NA,NA,10.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3070",2011-03-30,40.17999,-77.18692,2011,NA,NA,NA,NA,NA,NA,NA,10.7,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3071",2011-03-30,40.18844,-77.18606,2011,NA,NA,NA,NA,NA,NA,NA,10.8,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3072",2011-03-30,40.19528,-77.18423,2011,NA,NA,NA,NA,NA,NA,NA,11.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3073",2011-03-30,40.20792,-77.18104,2011,NA,NA,NA,NA,NA,NA,NA,10.9,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3074",2011-03-30,40.21418,-77.16883,2011,NA,NA,NA,NA,NA,NA,NA,10.5,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3075",2011-03-30,40.21847,-77.16003,2011,NA,NA,NA,NA,NA,NA,NA,10.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3076",2011-03-30,40.22429,-77.14928,2011,NA,NA,NA,NA,NA,NA,NA,10.2,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3077",2011-03-30,40.19568,-77.18767,2011,NA,NA,NA,NA,NA,NA,NA,12.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3078",2011-03-30,40.19608,-77.18518,2011,NA,NA,NA,NA,NA,NA,NA,12,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3079",2011-03-30,40.19588,-77.18745,2011,NA,NA,NA,NA,NA,NA,NA,9.1,"WT.10",1,"deg C",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3080",2018-03-30,37.4584,-77.6144,2018,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,"PH.7",1,"SU",NA,NA,NA,NA
"3081",2012-03-31,39.764094,-77.607036,2012,11,"WT.6",1,"deg C",NA,NA,NA,NA,NA,NA,NA,7.5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
"3082",2018-03-31,41.34325,-77.654133,2018,NA,NA,NA,NA,NA,NA,NA,6.5,"WT.10",1,"deg C",5,"PH.3",1,"SU",NA,NA,NA,NA,NA,NA,NA,NA
