field_1,Date,Latitude,Longitude,water_temp
"3424",2005-02-28,"40.19568","-77.18767","10.2"
"3425",2005-02-28,"40.19608","-77.18518","9.3"
"3426",2005-02-28,"40.19588","-77.18745","9"
"3427",2014-02-28,"40.23487","-77.14193","8.9"
"3428",2014-02-28,"40.18844","-77.18606","10.9"
"3429",2014-02-28,"40.19528","-77.18423","10.9"
"3430",2014-02-28,"40.20792","-77.18104","9.6"
"3431",2014-02-28,"40.21418","-77.16883","8.9"
"3432",2014-02-28,"40.22429","-77.14928","9.1"
"3433",2014-02-28,"40.17663","-77.18537","11.3"
"3434",2014-02-28,"40.17667","-77.18507","11.4"
"3435",2014-02-28,"40.17999","-77.18692","10.3"
"3436",2014-02-28,"40.21847","-77.16003","8.6"
"3443",1993-03-01,"40.17663","-77.18537","13"
"3444",1993-03-01,"40.23487","-77.14193","12.56"
"3445",1993-03-01,"40.17667","-77.18507","13"
"3446",1993-03-01,"40.17999","-77.18692","12.56"
"3447",1993-03-01,"40.18844","-77.18606","12.83"
"3448",1993-03-01,"40.19528","-77.18423","13"
"3449",1993-03-01,"40.20792","-77.18104","12.5"
"3450",1993-03-01,"40.21418","-77.16883","12.33"
"3451",1993-03-01,"40.21847","-77.16003","12.33"
"3452",1993-03-01,"40.22429","-77.14928","12.33"
"3464",2018-03-03,"40.231014","-77.218649","7.6"
"3467",2018-03-03,"40.234075","-77.218027","6.4"
"3471",2018-03-03,"40.235785","-77.14107","6.1"
"3473",2018-03-03,"40.195294","-77.184267","9.3"
"3476",2018-03-03,"40.236495","-77.193667","5.8"
"3481",2018-03-03,"40.244658","-77.17598","6"
"3482",2019-03-03,"40.244658","-77.17598","2.3"
"3491",2019-03-03,"40.234075","-77.218027","6"
"3494",2019-03-03,"40.195294","-77.184267","9.2"
"3495",2019-03-03,"40.231014","-77.218649","4.7"
"3499",2019-03-03,"40.235785","-77.14107","4.1"
"3500",2019-03-03,"40.236495","-77.193667","4.1"
"3506",2018-03-05,"40.17999","-77.18692","10.4"
"3507",2018-03-05,"40.17667","-77.18507","10.8"
"3508",2018-03-05,"40.17663","-77.18537","10.2"
"3509",2018-03-05,"40.19528","-77.18423","10.4"
"3510",2018-03-05,"40.20792","-77.18104","11.4"
"3511",2018-03-05,"40.22429","-77.14928","9.3"
"3512",2018-03-05,"40.23487","-77.14193","10.5"
"3514",2019-03-06,"40.17999","-77.18692","8.6"
"3515",2019-03-06,"40.17667","-77.18507","9.7"
"3516",2019-03-06,"40.17663","-77.18537","9.6"
"3517",2019-03-06,"40.19528","-77.18423","9.6"
"3518",2019-03-06,"40.20792","-77.18104","9.5"
"3519",2019-03-06,"40.22429","-77.14928","8.9"
"3520",2019-03-06,"40.23487","-77.14193","8.8"
"3521",2007-03-07,"40.17663","-77.18537","13.5"
"3522",2007-03-07,"40.23487","-77.14193","13.1"
"3523",2007-03-07,"40.17667","-77.18507","13.9"
"3524",2007-03-07,"40.17999","-77.18692","13.6"
"3525",2007-03-07,"40.18844","-77.18606","15"
"3526",2007-03-07,"40.19528","-77.18423","15.6"
"3527",2007-03-07,"40.20792","-77.18104","14.2"
"3528",2007-03-07,"40.21418","-77.16883","12.9"
"3529",2007-03-07,"40.21847","-77.16003","13.2"
"3530",2007-03-07,"40.22429","-77.14928","13.1"
"3531",2007-03-07,"40.19568","-77.18767","15.1"
"3532",2007-03-07,"40.19608","-77.18518","17"
"3533",2007-03-07,"40.19588","-77.18745","19.5"
"3534",1997-03-08,"40.17663","-77.18537","12.5"
"3535",1997-03-08,"40.23487","-77.14193","11.5"
"3536",1997-03-08,"40.17667","-77.18507","12"
"3537",1997-03-08,"40.17999","-77.18692","10.8"
"3538",1997-03-08,"40.18844","-77.18606","10"
"3539",1997-03-08,"40.19528","-77.18423","11.5"
"3540",1997-03-08,"40.20792","-77.18104","11.2"
"3541",1997-03-08,"40.21418","-77.16883","11"
"3542",1997-03-08,"40.21847","-77.16003","11"
"3543",1997-03-08,"40.22429","-77.14928","11"
"3544",1998-03-08,"40.17663","-77.18537","10.8"
"3545",1998-03-08,"40.23487","-77.14193","10.7"
"3546",1998-03-08,"40.17667","-77.18507","11"
"3547",1998-03-08,"40.17999","-77.18692","10.7"
"3548",1998-03-08,"40.18844","-77.18606","11.1"
"3549",1998-03-08,"40.19528","-77.18423","11.5"
"3550",1998-03-08,"40.20792","-77.18104","10.8"
"3551",1998-03-08,"40.21418","-77.16883","10.8"
"3552",1998-03-08,"40.21847","-77.16003","10.9"
"3553",1998-03-08,"40.22429","-77.14928","10.9"
"3554",1999-03-08,"40.17663","-77.18537","12"
"3555",1999-03-08,"40.23487","-77.14193","12.4"
"3556",1999-03-08,"40.17667","-77.18507","12"
"3557",1999-03-08,"40.17999","-77.18692","12"
"3558",1999-03-08,"40.18844","-77.18606","12.1"
"3559",1999-03-08,"40.19528","-77.18423","12.1"
"3560",1999-03-08,"40.20792","-77.18104","12.2"
"3561",1999-03-08,"40.21418","-77.16883","12.2"
"3562",1999-03-08,"40.21847","-77.16003","12.3"
"3563",1999-03-08,"40.22429","-77.14928","12.2"
"3564",2008-03-08,"40.17663","-77.18537","10.6"
"3565",2008-03-08,"40.23487","-77.14193","10.1"
"3566",2008-03-08,"40.17667","-77.18507","10.6"
"3567",2008-03-08,"40.17999","-77.18692","10.4"
"3568",2008-03-08,"40.18844","-77.18606","10.4"
"3569",2008-03-08,"40.19528","-77.18423","10.4"
"3570",2008-03-08,"40.20792","-77.18104","10.3"
"3571",2008-03-08,"40.21418","-77.16883","10.5"
"3572",2008-03-08,"40.21847","-77.16003","10.3"
"3573",2008-03-08,"40.22429","-77.14928","10.3"
"3574",2008-03-08,"40.19568","-77.18767","12.3"
"3575",2008-03-08,"40.19608","-77.18518","11.8"
"3576",2008-03-08,"40.19588","-77.18745","11.1"
"3577",2017-03-08,"40.17663","-77.18537","10.3"
"3578",2017-03-08,"40.23487","-77.14193","11.2"
"3579",2017-03-08,"40.17667","-77.18507","11.6"
"3580",2017-03-08,"40.17999","-77.18692","10.5"
"3581",2017-03-08,"40.19528","-77.18423","11.6"
"3582",2017-03-08,"40.20792","-77.18104","11.2"
"3583",2017-03-08,"40.22429","-77.14928","11.5"
"3584",2009-03-09,"40.17663","-77.18537","12.8"
"3585",2009-03-09,"40.23487","-77.14193","12.2"
"3586",2009-03-09,"40.17667","-77.18507","13.8"
"3587",2009-03-09,"40.17999","-77.18692","12.8"
"3588",2009-03-09,"40.18844","-77.18606","14"
"3589",2009-03-09,"40.19528","-77.18423","12.3"
"3590",2009-03-09,"40.20792","-77.18104","12.8"
"3591",2009-03-09,"40.21418","-77.16883","11.7"
"3592",2009-03-09,"40.21847","-77.16003","11.9"
"3593",2009-03-09,"40.22429","-77.14928","12.1"
"3594",2009-03-09,"40.19568","-77.18767","19.7"
"3595",2009-03-09,"40.19608","-77.18518","15.1"
"3596",2009-03-09,"40.19588","-77.18745","15.1"
"3606",2010-03-12,"40.17663","-77.18537","11.7"
"3607",2010-03-12,"40.23487","-77.14193","11.3"
"3608",2010-03-12,"40.17667","-77.18507","12.1"
"3609",2010-03-12,"40.17999","-77.18692","11.7"
"3610",2010-03-12,"40.18844","-77.18606","12.1"
"3611",2010-03-12,"40.19528","-77.18423","12.2"
"3612",2010-03-12,"40.20792","-77.18104","11.8"
"3613",2010-03-12,"40.21418","-77.16883","11.5"
"3614",2010-03-12,"40.21847","-77.16003","11.52"
"3615",2010-03-12,"40.22429","-77.14928","11.2"
"3616",2010-03-12,"40.19568","-77.18767","13.2"
"3617",2010-03-12,"40.19608","-77.18518","13.7"
"3618",2010-03-12,"40.19588","-77.18745","12.6"
"3647",2006-03-21,"40.17663","-77.18537","11.8"
"3648",2006-03-21,"40.23487","-77.14193","9.8"
"3649",2006-03-21,"40.17667","-77.18507","12.1"
"3650",2006-03-21,"40.17999","-77.18692","11.7"
"3651",2006-03-21,"40.18844","-77.18606","11.6"
"3652",2006-03-21,"40.19528","-77.18423","11.2"
"3653",2006-03-21,"40.20792","-77.18104","10.5"
"3654",2006-03-21,"40.21418","-77.16883","10.1"
"3655",2006-03-21,"40.21847","-77.16003","9.8"
"3656",2006-03-21,"40.22429","-77.14928","9.8"
"3657",2006-03-21,"40.19568","-77.18767","9"
"3658",2006-03-21,"40.19608","-77.18518","7.9"
"3659",2006-03-21,"40.19588","-77.18745","8.1"
"3660",2005-03-22,"40.17663","-77.18537","12.9"
"3661",2005-03-22,"40.23487","-77.14193","13"
"3662",2005-03-22,"40.17667","-77.18507","13.7"
"3663",2005-03-22,"40.17999","-77.18692","12.8"
"3664",2005-03-22,"40.18844","-77.18606","13.5"
"3665",2005-03-22,"40.19528","-77.18423","14"
"3666",2005-03-22,"40.20792","-77.18104","13.7"
"3667",2005-03-22,"40.21418","-77.16883","13.1"
"3668",2005-03-22,"40.21847","-77.16003","13"
"3669",2005-03-22,"40.22429","-77.14928","13.1"
"3670",2005-03-22,"40.19568","-77.18767","16.2"
"3671",2005-03-22,"40.19608","-77.18518","18.5"
"3672",2005-03-22,"40.19588","-77.18745","17"
"3681",2004-03-23,"40.17663","-77.18537","12.4"
"3682",2004-03-23,"40.23487","-77.14193","11.9"
"3683",2004-03-23,"40.17667","-77.18507","12.9"
"3684",2004-03-23,"40.17999","-77.18692","12.3"
"3685",2004-03-23,"40.18844","-77.18606","12.9"
"3686",2004-03-23,"40.19528","-77.18423","13.2"
"3687",2004-03-23,"40.20792","-77.18104","12.8"
"3688",2004-03-23,"40.21418","-77.16883","12.4"
"3689",2004-03-23,"40.21847","-77.16003","12.2"
"3690",2004-03-23,"40.22429","-77.14928","12.1"
"3691",2004-03-23,"40.19568","-77.18767","13.9"
"3692",2004-03-23,"40.19608","-77.18518","15"
"3697",2003-03-25,"40.17663","-77.18537","13.2"
"3698",2003-03-25,"40.23487","-77.14193","14.5"
"3699",2003-03-25,"40.17667","-77.18507","13.9"
"3700",2003-03-25,"40.17999","-77.18692","13.7"
"3701",2003-03-25,"40.18844","-77.18606","14.5"
"3702",2003-03-25,"40.19528","-77.18423","15"
"3703",2003-03-25,"40.20792","-77.18104","15"
"3704",2003-03-25,"40.21418","-77.16883","14.6"
"3705",2003-03-25,"40.21847","-77.16003","14.6"
"3706",2003-03-25,"40.22429","-77.14928","14.7"
"3707",2003-03-25,"40.19568","-77.18767","13.3"
"3708",2003-03-25,"40.19608","-77.18518","14.5"
"3709",2001-03-26,"40.17663","-77.18537","11.8"
"3710",2001-03-26,"40.23487","-77.14193","10.9"
"3711",2001-03-26,"40.17667","-77.18507","11.9"
"3712",2001-03-26,"40.17999","-77.18692","11.3"
"3713",2001-03-26,"40.18844","-77.18606","11.9"
"3714",2001-03-26,"40.19528","-77.18423","12.1"
"3715",2001-03-26,"40.20792","-77.18104","11.6"
"3716",2001-03-26,"40.21418","-77.16883","11.3"
"3717",2001-03-26,"40.21847","-77.16003","10.9"
"3718",2001-03-26,"40.22429","-77.14928","10.9"
"3719",2001-03-26,"40.19568","-77.18767","11.9"
"3720",2001-03-26,"40.19608","-77.18518","13.6"
"3721",2002-03-26,"40.17663","-77.18537","10.3"
"3722",2002-03-26,"40.23487","-77.14193","8.4"
"3723",2002-03-26,"40.17667","-77.18507","8.3"
"3724",2002-03-26,"40.17999","-77.18692","9.7"
"3725",2002-03-26,"40.18844","-77.18606","9.1"
"3726",2002-03-26,"40.19528","-77.18423","8.9"
"3727",2002-03-26,"40.20792","-77.18104","8.2"
"3728",2002-03-26,"40.21418","-77.16883","8.7"
"3729",2002-03-26,"40.21847","-77.16003","8.6"
"3730",2002-03-26,"40.22429","-77.14928","8.8"
"3731",2002-03-26,"40.19608","-77.18518","6.7"
"3734",2000-03-28,"40.17663","-77.18537","11"
"3735",2000-03-28,"40.23487","-77.14193","13"
"3736",2000-03-28,"40.17667","-77.18507","12"
"3737",2000-03-28,"40.17999","-77.18692","12"
"3738",2000-03-28,"40.18844","-77.18606","13"
"3739",2000-03-28,"40.19528","-77.18423","13"
"3740",2000-03-28,"40.20792","-77.18104","14"
"3741",2000-03-28,"40.21418","-77.16883","13"
"3742",2000-03-28,"40.21847","-77.16003","13"
"3743",2000-03-28,"40.22429","-77.14928","13"
"3744",2011-03-30,"40.17663","-77.18537","10.8"
"3745",2011-03-30,"40.23487","-77.14193","10.2"
"3746",2011-03-30,"40.17667","-77.18507","10.9"
"3747",2011-03-30,"40.17999","-77.18692","10.7"
"3748",2011-03-30,"40.18844","-77.18606","10.8"
"3749",2011-03-30,"40.19528","-77.18423","11.1"
"3750",2011-03-30,"40.20792","-77.18104","10.9"
"3751",2011-03-30,"40.21418","-77.16883","10.5"
"3752",2011-03-30,"40.21847","-77.16003","10.2"
"3753",2011-03-30,"40.22429","-77.14928","10.2"
"3754",2011-03-30,"40.19568","-77.18767","12.1"
"3755",2011-03-30,"40.19608","-77.18518","12"
"3756",2011-03-30,"40.19588","-77.18745","9.1"
"3758",1993-04-01,"40.17663","-77.18537","13.25"
"3759",1993-04-01,"40.23487","-77.14193","13.5"
"3760",1993-04-01,"40.17667","-77.18507","13.5"
"3761",1993-04-01,"40.17999","-77.18692","13.85"
"3762",1993-04-01,"40.18844","-77.18606","14.25"
"3763",1993-04-01,"40.19528","-77.18423","13.5"
"3764",1993-04-01,"40.20792","-77.18104","13.5"
"3765",1993-04-01,"40.21418","-77.16883","13.25"
"3766",1993-04-01,"40.21847","-77.16003","13.5"
"3767",1993-04-01,"40.22429","-77.14928","13.5"
"3772",2019-04-03,"40.17999","-77.18692","12.8"
"3773",2019-04-03,"40.17667","-77.18507","13.7"
"3774",2019-04-03,"40.17663","-77.18537","12.7"
"3775",2019-04-03,"40.19528","-77.18423","13.9"
"3776",2019-04-03,"40.20792","-77.18104","13.2"
"3777",2019-04-03,"40.22429","-77.14928","13.3"
"3778",2019-04-03,"40.23487","-77.14193","13.1"
"3779",2016-04-06,"40.17999","-77.18692","11.9"
"3780",2016-04-06,"40.17667","-77.18507","12.4"
"3781",2016-04-06,"40.17663","-77.18537","11.9"
"3782",2016-04-06,"40.18844","-77.18606","12.2"
"3783",2016-04-06,"40.19528","-77.18423","12.9"
"3784",2016-04-06,"40.20792","-77.18104","12.3"
"3785",2016-04-06,"40.21418","-77.16883","11.7"
"3786",2016-04-06,"40.21847","-77.16003","11.2"
"3787",2016-04-06,"40.22429","-77.14928","11.5"
"3788",2016-04-06,"40.23487","-77.14193","11.3"
"3789",2007-04-07,"40.17663","-77.18537","13.6"
"3790",2007-04-07,"40.23487","-77.14193","16"
"3791",2007-04-07,"40.17667","-77.18507","14.4"
"3792",2007-04-07,"40.17999","-77.18692","14.4"
"3793",2007-04-07,"40.18844","-77.18606","16.4"
"3794",2007-04-07,"40.19528","-77.18423","17.5"
"3795",2007-04-07,"40.20792","-77.18104","16.8"
"3796",2007-04-07,"40.21418","-77.16883","15.5"
"3797",2007-04-07,"40.22429","-77.14928","15.8"
"3798",2007-04-07,"40.19568","-77.18767","15"
"3799",2007-04-07,"40.19608","-77.18518","18.4"
"3800",2007-04-07,"40.19588","-77.18745","17"
"3801",1997-04-08,"40.17663","-77.18537","10.9"
"3802",1997-04-08,"40.23487","-77.14193","11.4"
"3803",1997-04-08,"40.17667","-77.18507","10.9"
"3804",1997-04-08,"40.17999","-77.18692","10.9"
"3805",1997-04-08,"40.18844","-77.18606","11"
"3806",1997-04-08,"40.19528","-77.18423","11"
"3807",1997-04-08,"40.20792","-77.18104","11.1"
"3808",1997-04-08,"40.21418","-77.16883","11.1"
"3809",1997-04-08,"40.21847","-77.16003","11.3"
"3810",1997-04-08,"40.22429","-77.14928","11.3"
"3811",1998-04-08,"40.17663","-77.18537","11.4"
"3812",1998-04-08,"40.23487","-77.14193","13.6"
"3813",1998-04-08,"40.17667","-77.18507","11.4"
"3814",1998-04-08,"40.17999","-77.18692","11.4"
"3815",1998-04-08,"40.18844","-77.18606","11.9"
"3816",1998-04-08,"40.19528","-77.18423","12.3"
"3817",1998-04-08,"40.20792","-77.18104","13.2"
"3818",1998-04-08,"40.21418","-77.16883","13.7"
"3819",1998-04-08,"40.21847","-77.16003","13.6"
"3820",1998-04-08,"40.22429","-77.14928","13.6"
"3821",1999-04-08,"40.17663","-77.18537","12.5"
"3822",1999-04-08,"40.23487","-77.14193","12.8"
"3823",1999-04-08,"40.17667","-77.18507","12.5"
"3824",1999-04-08,"40.17999","-77.18692","12.6"
"3825",1999-04-08,"40.18844","-77.18606","12.6"
"3826",1999-04-08,"40.19528","-77.18423","12.6"
"3827",1999-04-08,"40.20792","-77.18104","12.7"
"3828",1999-04-08,"40.21418","-77.16883","12.8"
"3829",1999-04-08,"40.21847","-77.16003","12.8"
"3830",1999-04-08,"40.22429","-77.14928","12.8"
"3831",2008-04-08,"40.17663","-77.18537","13.6"
"3832",2008-04-08,"40.23487","-77.14193","15.7"
"3833",2008-04-08,"40.17667","-77.18507","14.6"
"3834",2008-04-08,"40.17999","-77.18692","14.5"
"3835",2008-04-08,"40.18844","-77.18606","15.9"
"3836",2008-04-08,"40.19528","-77.18423","16.6"
"3837",2008-04-08,"40.20792","-77.18104","15.9"
"3838",2008-04-08,"40.21418","-77.16883","14.3"
"3839",2008-04-08,"40.21847","-77.16003","14.8"
"3840",2008-04-08,"40.22429","-77.14928","15.3"
"3841",2008-04-08,"40.19568","-77.18767","14.7"
"3842",2008-04-08,"40.19608","-77.18518","16.5"
"3843",2008-04-08,"40.19588","-77.18745","20.6"
"3852",2009-04-09,"40.17663","-77.18537","12.7"
"3853",2009-04-09,"40.23487","-77.14193","12.9"
"3854",2009-04-09,"40.17667","-77.18507","13.7"
"3855",2009-04-09,"40.17999","-77.18692","13.2"
"3856",2009-04-09,"40.18844","-77.18606","13.7"
"3857",2009-04-09,"40.19528","-77.18423","14.3"
"3858",2009-04-09,"40.20792","-77.18104","13.2"
"3859",2009-04-09,"40.21418","-77.16883","12.4"
"3860",2009-04-09,"40.21847","-77.16003","12.5"
"3861",2009-04-09,"40.22429","-77.14928","12.8"
"3862",2009-04-09,"40.19568","-77.18767","16.2"
"3863",2009-04-09,"40.19608","-77.18518","18.6"
"3864",2009-04-09,"40.19588","-77.18745","17.7"
"3868",2010-04-11,"40.17663","-77.18537","11.8"
"3869",2010-04-11,"40.23487","-77.14193","12.5"
"3870",2010-04-11,"40.17667","-77.18507","12.1"
"3871",2010-04-11,"40.17999","-77.18692","12.3"
"3872",2010-04-11,"40.18844","-77.18606","12.7"
"3873",2010-04-11,"40.19528","-77.18423","12.8"
"3874",2010-04-11,"40.20792","-77.18104","12.6"
"3875",2010-04-11,"40.21418","-77.16883","12.5"
"3876",2010-04-11,"40.21847","-77.16003","12.4"
"3877",2010-04-11,"40.22429","-77.14928","12.5"
"3878",2010-04-11,"40.19568","-77.18767","13.5"
"3879",2010-04-11,"40.19608","-77.18518","14.4"
"3880",2010-04-11,"40.19588","-77.18745","14.7"
"3881",2011-04-11,"40.17663","-77.18537","12.5"
"3882",2011-04-11,"40.23487","-77.14193","12.6"
"3883",2011-04-11,"40.17667","-77.18507","12.6"
"3884",2011-04-11,"40.17999","-77.18692","12.9"
"3885",2011-04-11,"40.18844","-77.18606","12.6"
"3886",2011-04-11,"40.19528","-77.18423","13.2"
"3887",2011-04-11,"40.20792","-77.18104","12.9"
"3888",2011-04-11,"40.21418","-77.16883","12.6"
"3889",2011-04-11,"40.21847","-77.16003","12.7"
"3890",2011-04-11,"40.22429","-77.14928","12.7"
"3891",2011-04-11,"40.19568","-77.18767","13.4"
"3892",2011-04-11,"40.19608","-77.18518","13.4"
"3893",2011-04-11,"40.19588","-77.18745","13.1"
"3894",2012-04-12,"40.17663","-77.18537","12.5"
"3895",2012-04-12,"40.23487","-77.14193","14.4"
"3896",2012-04-12,"40.17667","-77.18507","12.9"
"3897",2012-04-12,"40.17999","-77.18692","12.7"
"3898",2012-04-12,"40.18844","-77.18606","13.5"
"3899",2012-04-12,"40.19528","-77.18423","14.2"
"3900",2012-04-12,"40.20792","-77.18104","13.7"
"3901",2012-04-12,"40.21418","-77.16883","13.7"
"3902",2012-04-12,"40.21847","-77.16003","13.8"
"3903",2012-04-12,"40.22429","-77.14928","14"
"3904",2017-04-12,"40.17663","-77.18537","14.1"
"3905",2017-04-12,"40.23487","-77.14193","16.5"
"3906",2017-04-12,"40.17667","-77.18507","15.4"
"3907",2017-04-12,"40.17999","-77.18692","14.4"
"3908",2017-04-12,"40.19528","-77.18423","17.1"
"3909",2017-04-12,"40.20792","-77.18104","16"
"3910",2017-04-12,"40.22429","-77.14928","16"
"3913",2004-04-13,"40.17663","-77.18537","10.5"
"3914",2004-04-13,"40.23487","-77.14193","9.8"
"3915",2004-04-13,"40.17667","-77.18507","10.3"
"3916",2004-04-13,"40.17999","-77.18692","10.4"
"3917",2004-04-13,"40.18844","-77.18606","10.4"
"3918",2004-04-13,"40.19528","-77.18423","10.3"
"3919",2004-04-13,"40.20792","-77.18104","10.1"
"3920",2004-04-13,"40.21418","-77.16883","10.4"
"3921",2004-04-13,"40.21847","-77.16003","10.2"
"3922",2004-04-13,"40.22429","-77.14928","9.9"
"3923",2004-04-13,"40.19568","-77.18767","10.1"
"3924",2004-04-13,"40.19608","-77.18518","9.4"
"3925",2013-04-13,"40.17663","-77.18537","12.7"
"3926",2013-04-13,"40.23487","-77.14193","13.5"
"3927",2013-04-13,"40.17667","-77.18507","13.9"
"3928",2013-04-13,"40.17999","-77.18692","13"
"3929",2013-04-13,"40.18844","-77.18606","14.5"
"3930",2013-04-13,"40.19528","-77.18423","14.43"
"3931",2013-04-13,"40.20792","-77.18104","13.4"
"3932",2013-04-13,"40.21418","-77.16883","12.6"
"3933",2013-04-13,"40.21847","-77.16003","12.9"
"3934",2013-04-13,"40.22429","-77.14928","13.5"
"3954",2015-04-17,"40.17663","-77.18537","13.6"
"3955",2015-04-17,"40.17667","-77.18507","15"
"3956",2015-04-17,"40.17999","-77.18692","14.3"
"3957",2015-04-17,"40.18844","-77.18606","15.6"
"3958",2015-04-17,"40.19528","-77.18423","16.4"
"3959",2015-04-17,"40.20792","-77.18104","16.2"
"3960",2015-04-17,"40.21418","-77.16883","15.6"
"3961",2015-04-17,"40.21847","-77.16003","15.8"
"3962",2015-04-17,"40.22429","-77.14928","16.2"
"3963",2015-04-17,"40.23487","-77.14193","16.5"
"3964",2005-04-18,"40.17663","-77.18537","13.6"
"3965",2005-04-18,"40.23487","-77.14193","15.7"
"3966",2005-04-18,"40.17667","-77.18507","14.4"
"3967",2005-04-18,"40.17999","-77.18692","14.2"
"3968",2005-04-18,"40.18844","-77.18606","15.1"
"3969",2005-04-18,"40.19528","-77.18423","15.8"
"3970",2005-04-18,"40.20792","-77.18104","15.8"
"3971",2005-04-18,"40.21418","-77.16883","15.5"
"3972",2005-04-18,"40.21847","-77.16003","15.4"
"3973",2005-04-18,"40.22429","-77.14928","15.4"
"3974",2005-04-18,"40.19568","-77.18767","14.5"
"3975",2005-04-18,"40.19608","-77.18518","17.2"
"3976",2005-04-18,"40.19588","-77.18745","15.8"
"3977",2006-04-18,"40.17663","-77.18537","14.3"
"3978",2006-04-18,"40.23487","-77.14193","17.1"
"3979",2006-04-18,"40.17667","-77.18507","16.3"
"3980",2006-04-18,"40.17999","-77.18692","15.2"
"3981",2006-04-18,"40.18844","-77.18606","17"
"3982",2006-04-18,"40.19528","-77.18423","17.8"
"3983",2006-04-18,"40.20792","-77.18104","17.5"
"3984",2006-04-18,"40.21418","-77.16883","16.5"
"3985",2006-04-18,"40.21847","-77.16003","16.2"
"3986",2006-04-18,"40.22429","-77.14928","16.5"
"3987",2006-04-18,"40.19568","-77.18767","28.7"
"3988",2006-04-18,"40.19608","-77.18518","21.3"
"3989",2006-04-18,"40.19588","-77.18745","27"
"3990",2014-04-18,"40.23487","-77.14193","13"
"3991",2014-04-18,"40.18844","-77.18606","13.1"
"3992",2014-04-18,"40.21847","-77.16003","12.7"
"3993",2014-04-18,"40.17663","-77.18537","12.5"
"3994",2014-04-18,"40.17667","-77.18507","12.7"
"3995",2014-04-18,"40.17999","-77.18692","12.8"
"3996",2014-04-18,"40.19528","-77.18423","13.6"
"3997",2014-04-18,"40.20792","-77.18104","13"
"3998",2014-04-18,"40.21418","-77.16883","12.7"
"3999",2014-04-18,"40.22429","-77.14928","12.8"
"4000",2018-04-18,"40.17999","-77.18692","10.7"
"4001",2018-04-18,"40.17667","-77.18507","10.5"
"4002",2018-04-18,"40.17663","-77.18537","10.7"
"4003",2018-04-18,"40.19528","-77.18423","9.9"
"4004",2018-04-18,"40.20792","-77.18104","9.8"
"4005",2018-04-18,"40.22429","-77.14928","9.8"
"4006",2018-04-18,"40.23487","-77.14193","9.6"
"4029",2000-04-24,"40.17663","-77.18537","11.2"
"4030",2000-04-24,"40.23487","-77.14193","13.1"
"4031",2000-04-24,"40.17667","-77.18507","13"
"4032",2000-04-24,"40.17999","-77.18692","13"
"4033",2000-04-24,"40.18844","-77.18606","13.2"
"4034",2000-04-24,"40.19528","-77.18423","14"
"4035",2000-04-24,"40.20792","-77.18104","14"
"4036",2000-04-24,"40.21418","-77.16883","15"
"4037",2000-04-24,"40.21847","-77.16003","13"
"4038",2000-04-24,"40.22429","-77.14928","13"
"4039",2002-04-24,"40.17663","-77.18537","14.3"
"4040",2002-04-24,"40.23487","-77.14193","16.8"
"4041",2002-04-24,"40.17667","-77.18507","17.5"
"4042",2002-04-24,"40.17999","-77.18692","15.6"
"4043",2002-04-24,"40.18844","-77.18606","17.4"
"4044",2002-04-24,"40.19528","-77.18423","18.2"
"4045",2002-04-24,"40.20792","-77.18104","15.9"
"4046",2002-04-24,"40.21418","-77.16883","14.6"
"4047",2002-04-24,"40.21847","-77.16003","15.3"
"4048",2002-04-24,"40.22429","-77.14928","16.1"
"4049",2002-04-24,"40.19568","-77.18767","18"
"4050",2002-04-24,"40.19608","-77.18518","24.7"
"4058",2003-04-29,"40.17663","-77.18537","12.5"
"4059",2003-04-29,"40.23487","-77.14193","15.3"
"4060",2003-04-29,"40.17667","-77.18507","13"
"4061",2003-04-29,"40.17999","-77.18692","13"
"4062",2003-04-29,"40.18844","-77.18606","13.6"
"4063",2003-04-29,"40.19528","-77.18423","14.5"
"4064",2003-04-29,"40.20792","-77.18104","14"
"4065",2003-04-29,"40.21418","-77.16883","14.6"
"4066",2003-04-29,"40.21847","-77.16003","14.6"
"4067",2003-04-29,"40.22429","-77.14928","15.1"
"4068",2003-04-29,"40.19568","-77.18767","15.3"
"4069",2003-04-29,"40.19608","-77.18518","17.6"
"4070",2001-04-30,"40.17663","-77.18537","13.9"
"4071",2001-04-30,"40.23487","-77.14193","16.6"
"4072",2001-04-30,"40.17667","-77.18507","15.7"
"4073",2001-04-30,"40.17999","-77.18692","15.1"
"4074",2001-04-30,"40.18844","-77.18606","16.7"
"4075",2001-04-30,"40.19528","-77.18423","17.2"
"4076",2001-04-30,"40.20792","-77.18104","16.8"
"4077",2001-04-30,"40.21418","-77.16883","14.7"
"4078",2001-04-30,"40.21847","-77.16003","15.8"
"4079",2001-04-30,"40.22429","-77.14928","16.1"
"4080",2001-04-30,"40.19568","-77.18767","13.7"
"4081",2001-04-30,"40.19608","-77.18518","22.3"
"4082",1993-05-01,"40.17663","-77.18537","11.67"
"4083",1993-05-01,"40.23487","-77.14193","13.33"
"4084",1993-05-01,"40.17667","-77.18507","17.75"
"4085",1993-05-01,"40.17999","-77.18692","12.13"
"4086",1993-05-01,"40.18844","-77.18606","12.4"
"4087",1993-05-01,"40.19528","-77.18423","12.33"
"4088",1993-05-01,"40.20792","-77.18104","12.5"
"4089",1993-05-01,"40.21418","-77.16883","12.5"
"4090",1993-05-01,"40.21847","-77.16003","12.63"
"4091",1993-05-01,"40.22429","-77.14928","12.83"
